amount,customer_age_days,device_age_days,prior_success_count,prior_chargeback_count,velocity_1h,velocity_24h,pincode_distance_km,phone_verified,device_trusted,ip_country_match,hour,is_fraud
626.9,111,6,5,0,2,6,24.47,1,0,1,14,0
1698.19,36,84,5,0,2,4,19.22,1,1,1,7,0
4699.18,471,48,5,0,2,3,13.81,1,1,1,15,0
674.7,118,15,3,0,3,9,29.62,1,1,1,3,0
2993.04,130,85,11,0,1,4,0.79,1,0,1,17,0
1063.95,522,66,24,0,2,5,1268.36,1,1,1,17,0
818.22,42,12,11,0,2,11,10.86,0,1,1,19,0
1624.52,157,244,20,0,3,5,41.96,1,1,1,8,0
642.11,283,11,4,0,3,6,16.05,1,0,1,9,0
1039.35,471,88,13,0,2,4,43.36,1,0,1,17,0
545.73,46,207,9,0,4,8,13.84,1,0,1,20,0
12896.68,513,77,13,0,3,7,49.62,0,0,1,9,0
1872.94,139,65,4,0,3,3,18.9,0,0,1,13,0
898.09,140,140,6,0,5,9,0.73,1,1,1,11,0
2239.44,68,18,3,0,1,4,15.14,1,1,1,10,0
1615.94,181,19,24,0,4,8,26.51,1,0,1,19,0
1449.58,514,61,27,0,2,2,10.4,1,1,1,16,0
3341.47,179,128,8,0,1,5,5.66,1,0,1,16,0
3856.47,91,57,4,0,2,5,14.73,1,1,1,19,0
1063.69,105,226,12,0,1,7,15.89,1,0,1,13,0
1016.56,109,15,5,0,2,6,45.84,1,1,1,7,0
1373.27,431,104,23,0,3,6,16.4,1,1,1,20,0
180.92,491,157,10,1,2,7,2.99,1,1,1,11,0
397.35,50,33,20,0,2,8,113.97,1,0,1,18,0
7093.08,72,196,8,0,2,4,77.09,0,0,1,17,0
9367.18,79,13,0,0,1,3,2.47,1,1,1,19,0
1409.46,114,183,6,0,2,2,55.84,1,1,1,20,0
3218.13,549,139,2,0,2,3,29.72,1,1,1,16,0
2468.21,508,4,8,0,4,4,0.06,1,0,1,5,0
39296.11,172,44,3,0,1,3,0.3,1,1,1,17,0
5539.03,125,45,6,0,4,7,15.86,1,1,1,13,0
1590.94,28,3,21,0,2,5,21.0,0,1,1,8,0
695.38,198,2,2,0,3,3,6.68,1,0,1,11,0
362.69,184,1,11,0,3,3,65.04,1,0,1,11,1
2216.01,66,44,8,0,4,8,7.5,1,1,1,12,0
848.65,226,37,3,0,2,2,19.57,1,1,1,16,0
436.05,312,169,23,0,1,2,14.72,1,1,1,5,0
947.12,65,25,19,0,2,7,83.54,1,1,1,16,0
613.05,119,64,4,0,3,4,3.31,1,1,1,0,0
9770.68,302,1,6,0,4,12,45.89,1,1,1,8,0
4366.16,101,65,5,0,5,10,26.27,0,1,1,12,0
1793.68,115,146,14,2,2,5,32.9,1,0,1,16,1
7942.19,121,26,14,0,1,6,3.27,1,1,1,12,0
1953.48,233,22,13,0,4,10,0.96,1,1,1,10,0
764.11,340,59,4,0,2,4,5.12,1,0,1,8,0
8292.64,454,23,13,0,6,9,21.99,1,1,1,17,1
3099.23,324,30,21,0,4,5,41.63,1,1,1,0,0
640.82,171,19,18,0,1,8,14.88,1,0,1,14,0
1494.67,260,25,19,0,1,4,1.46,1,1,1,3,0
753.24,61,68,6,0,2,4,69.39,1,1,1,10,0
453.59,593,153,11,0,2,6,4.86,1,0,1,12,0
4565.02,94,52,22,0,1,3,9.37,1,1,1,15,0
12202.75,247,1,25,0,1,4,48.94,0,0,1,0,0
446.5,190,18,22,0,3,3,10.23,1,1,1,13,0
3174.7,56,182,1,0,2,4,16.21,1,1,1,5,0
943.27,94,144,10,0,1,5,13.51,1,1,1,8,0
1110.84,354,7,15,0,3,10,18.21,1,1,0,14,0
999.85,156,143,56,3,2,5,25.27,0,1,1,16,1
762.05,82,200,3,0,4,6,26.93,1,1,1,13,0
1897.93,140,23,5,0,3,10,1.84,1,1,1,19,0
787.65,82,72,11,0,3,7,23.35,1,1,1,18,0
2369.55,114,49,2,0,3,6,1.36,1,0,1,20,0
1719.45,45,24,4,0,4,8,42.2,1,1,1,19,0
1423.75,171,9,8,0,3,6,10.29,1,1,1,23,0
729.56,189,27,5,0,2,5,3.97,0,0,1,10,0
1015.59,116,157,27,0,2,9,1.32,1,0,1,7,0
3848.32,353,100,4,0,3,5,30.5,1,1,1,17,0
2983.69,121,24,20,0,1,3,23.1,1,1,1,9,0
680.24,156,47,2,0,3,7,4.49,1,0,1,19,0
1996.86,111,31,2,0,1,4,19.28,1,1,1,10,0
3832.94,129,37,16,0,1,2,10.73,1,1,1,11,0
340.56,267,85,8,0,3,6,23.52,1,1,1,3,0
3113.06,63,46,0,0,2,6,1220.35,1,1,1,7,1
932.04,224,11,7,0,2,4,55.57,1,1,1,12,0
3199.02,101,18,21,0,2,5,10.56,1,1,1,14,0
842.81,65,50,11,0,3,6,8.86,1,1,1,20,0
297.41,133,70,21,0,3,8,19.27,1,1,1,12,0
355.12,430,42,15,0,2,7,13.53,1,1,1,2,0
1897.11,246,58,7,0,3,8,6.77,1,1,1,21,0
2344.25,130,93,16,0,4,9,2.54,1,1,1,18,0
731.93,85,47,19,0,4,10,65.44,1,1,1,20,0
3424.09,497,226,3,1,4,8,9.65,1,1,1,13,0
343.26,205,16,13,0,1,5,48.91,1,0,1,15,0
1692.43,175,151,9,0,1,1,247.45,1,1,1,8,0
538.61,241,17,10,0,3,8,9.47,1,1,1,16,0
942.15,258,45,11,0,3,4,12.26,1,1,1,19,0
1895.8,120,36,18,0,2,4,6.21,1,1,1,23,0
764.78,291,27,10,0,2,7,11.85,1,1,1,14,0
1230.83,54,197,12,0,5,8,1.24,1,1,1,20,0
4945.79,251,19,3,0,1,2,10.66,1,1,1,17,0
1015.47,125,67,11,0,4,8,3.7,1,1,1,13,0
4170.09,360,97,6,0,4,9,5.74,1,1,1,13,0
584.23,119,13,23,0,4,6,1225.02,1,0,1,23,1
3071.14,319,217,10,0,2,5,21.85,1,0,1,21,0
7643.18,210,47,17,0,2,8,3.88,1,1,1,9,0
152.68,283,147,7,0,2,4,10.06,1,1,1,15,0
814.93,178,65,20,0,4,7,17.27,1,1,1,13,0
3219.79,40,62,22,0,2,6,9.53,0,1,1,18,0
1475.8,343,25,8,0,3,7,2.5,1,1,1,20,0
2620.57,357,88,8,0,4,9,24.34,1,1,1,7,0
988.33,134,1,11,0,2,5,21.08,1,1,1,23,0
1971.58,103,48,20,0,3,6,36.24,1,1,1,18,0
1547.39,298,1,11,0,2,3,20.6,1,1,1,19,0
5812.59,207,21,26,0,1,4,77.68,1,1,1,10,0
2331.86,152,6,5,0,3,4,14.2,0,0,1,7,1
2534.12,233,145,12,0,2,5,16.79,1,1,1,4,0
1197.66,134,59,12,3,4,6,3.36,1,1,1,14,1
1110.31,354,66,2,0,1,5,5.28,0,0,1,16,0
1173.14,142,114,6,0,1,2,5.1,1,1,1,13,0
2682.36,298,79,21,0,2,3,5.27,1,0,1,13,0
1186.8,178,7,0,0,2,4,34.55,1,1,1,10,0
2415.77,216,57,3,0,5,8,8.72,1,0,1,14,0
14406.01,487,229,6,0,4,7,12.41,0,0,1,22,0
4320.49,122,14,4,3,4,7,1311.57,1,1,1,18,1
1305.02,286,58,22,0,1,3,42.9,1,1,1,10,0
6010.2,420,49,46,0,1,1,44.86,1,1,1,14,0
1202.22,279,29,4,0,1,4,1.01,1,1,1,8,0
235.54,367,185,21,0,3,6,11.3,1,0,1,6,0
659.78,190,26,4,0,2,7,858.1,1,1,1,17,0
278.44,270,5,1,0,3,7,38.05,1,0,1,19,0
1272.18,318,197,8,2,1,3,30.66,1,1,1,19,1
1841.65,175,78,22,0,1,2,8.98,1,1,1,12,0
9666.65,93,25,19,0,2,6,1.54,1,1,1,13,0
2507.21,82,19,13,0,2,3,16.08,0,0,1,8,0
1452.29,454,157,2,0,1,3,2.66,1,0,1,7,0
4143.95,409,19,18,0,2,4,18.81,1,0,1,11,0
198.12,105,46,42,0,1,4,1.85,1,1,1,13,0
2288.41,367,14,17,0,1,3,2.71,1,1,1,12,0
3908.33,235,320,2,0,3,6,8.09,1,1,1,16,0
412.16,179,88,5,0,4,10,12.28,1,0,1,11,0
5674.59,103,50,7,0,2,5,29.04,0,1,1,4,0
2536.39,162,82,6,0,2,3,1.52,0,1,1,22,0
1193.58,88,148,4,0,1,5,1266.77,1,1,1,12,0
3404.26,144,198,12,0,2,4,0.41,0,0,1,8,0
17512.9,86,92,18,0,5,10,1068.66,0,0,1,23,1
2168.66,59,113,7,0,2,6,7.34,1,1,1,17,0
2317.45,372,30,2,0,2,7,39.83,0,1,1,9,0
1142.12,155,29,18,0,2,7,19.35,1,1,1,7,0
772.9,221,99,0,0,2,6,332.71,1,1,1,20,0
4147.81,117,85,6,2,2,3,39.03,1,0,1,19,1
768.1,150,138,9,0,3,7,0.34,1,1,1,15,0
1942.18,84,8,9,0,3,7,27.89,1,1,1,21,0
1121.41,457,70,5,0,3,3,503.69,0,0,1,10,0
2918.95,27,62,7,0,1,8,3.92,1,1,1,10,0
2524.16,306,96,4,0,2,4,3.25,1,1,0,18,0
5102.78,116,1,2,0,3,8,7.09,1,1,1,9,0
1085.7,84,105,8,0,1,3,12.29,1,1,1,11,0
1380.4,55,23,7,0,3,8,28.69,1,0,1,18,0
679.42,190,69,18,3,3,8,10.56,1,1,1,19,1
1159.46,282,57,3,0,2,6,5.56,1,1,1,13,0
2636.75,264,34,12,0,2,3,5.92,0,1,1,19,0
3854.47,128,82,9,0,2,9,0.47,1,1,1,5,0
718.98,149,194,4,0,4,8,16.0,1,0,1,11,0
4313.94,82,23,9,0,2,3,20.78,1,0,1,16,0
7013.82,93,82,8,0,2,2,9.66,1,0,1,8,0
2733.76,372,22,9,0,1,2,32.79,1,1,1,10,0
11811.11,40,112,8,0,2,7,36.7,1,1,1,23,0
833.98,35,34,7,0,1,2,10.13,1,1,0,12,0
520.79,105,35,7,0,1,3,12.12,1,1,1,9,0
305.3,453,88,10,0,1,4,87.64,1,0,1,20,0
8071.09,176,41,4,0,1,5,0.67,1,1,1,21,0
3478.53,659,18,7,0,3,9,21.19,1,1,1,10,0
1710.29,138,324,16,0,1,8,796.52,1,1,1,18,0
2392.2,270,58,6,0,6,12,20.81,1,0,1,18,1
586.7,341,62,15,0,1,2,1.46,0,0,1,2,0
20863.41,588,62,5,0,6,9,6.38,1,0,1,10,1
2057.45,112,128,26,0,2,4,16.95,1,0,1,14,0
2017.06,175,12,3,0,3,5,4.28,1,1,1,10,0
3735.98,153,3,13,0,5,7,71.81,1,1,1,6,0
2924.88,285,29,2,0,1,4,10.29,1,1,1,11,0
2261.73,423,49,13,0,1,4,1514.48,1,1,1,19,0
820.18,423,20,5,0,2,3,15.71,1,1,1,20,0
2897.11,110,70,14,0,2,5,3.49,1,1,1,10,0
11873.03,94,4,14,0,3,11,26.53,1,1,1,10,0
6942.52,265,93,13,0,3,4,3.88,1,1,1,8,0
8894.48,74,75,10,0,1,5,12.36,1,1,1,10,0
1084.4,289,14,6,0,2,7,14.73,0,0,1,5,0
672.09,175,21,11,0,4,9,2.5,1,1,1,20,0
1594.34,382,98,23,0,3,4,25.98,1,1,1,21,0
1911.66,345,89,3,0,2,8,63.05,0,1,1,7,0
5400.2,190,100,4,0,4,7,5.41,0,1,1,17,0
332.8,69,23,4,0,2,3,418.51,1,0,1,10,1
8346.11,74,209,1,0,1,5,9.53,1,1,1,10,0
1543.78,181,75,14,0,3,4,26.43,1,1,1,19,0
1179.82,238,4,4,0,2,4,23.18,1,0,1,22,0
657.14,139,38,15,0,1,4,0.81,1,1,1,13,0
345.55,87,65,5,0,1,1,0.43,1,1,1,20,0
4118.2,143,11,5,0,2,3,8.25,0,1,1,13,0
1945.58,384,139,19,0,5,10,7.27,0,1,1,9,0
497.72,143,84,3,0,4,9,10.29,1,0,0,9,1
495.18,113,5,3,0,1,1,34.83,1,1,1,10,0
1292.35,72,146,33,0,3,7,14.32,1,1,1,9,0
9595.23,167,31,7,0,4,6,43.52,1,1,1,19,0
1394.66,347,36,5,0,4,6,19.72,0,0,1,16,0
402.16,358,91,9,0,1,5,1.86,0,0,1,9,0
1414.11,97,61,2,0,1,4,13.81,1,1,1,0,0
1376.47,191,34,2,0,3,7,0.48,1,1,1,15,0
121.89,104,18,18,0,2,4,10.72,1,0,1,19,0
1712.49,135,43,3,0,3,5,10.9,0,0,1,3,1
1435.21,165,51,10,0,4,5,28.64,1,1,1,17,0
3627.16,122,59,12,0,4,5,840.06,1,1,1,14,1
11486.83,8,55,5,0,2,7,1335.16,1,0,1,19,1
5577.89,457,57,8,0,3,3,12.03,1,1,1,7,0
1381.76,113,38,4,0,5,6,12.77,1,1,1,17,0
597.93,106,49,29,0,3,3,1526.87,1,0,1,14,1
23703.07,96,20,4,0,2,10,19.78,1,1,1,14,0
1918.35,52,10,12,0,1,4,5.33,1,0,1,10,0
1833.4,466,56,2,0,3,5,0.46,1,0,1,10,0
1764.95,172,2,11,0,1,6,15.22,1,0,1,12,0
2204.12,239,4,8,0,1,6,6.9,1,0,1,8,0
1565.0,220,17,19,0,1,6,28.54,1,0,1,13,0
1018.76,120,12,8,0,2,5,14.8,1,0,1,9,0
1046.43,172,28,2,0,3,9,16.14,1,0,1,22,0
1749.78,275,27,4,0,2,3,14.29,0,1,1,20,0
1050.03,57,7,31,0,2,5,56.68,1,1,1,19,0
886.39,133,16,6,0,4,7,12.62,1,1,1,22,0
2011.09,149,1,0,0,3,9,4.3,1,1,1,15,0
1401.11,117,25,6,0,5,7,29.16,1,1,1,5,0
8135.5,115,95,5,0,2,6,50.24,1,0,1,11,0
127.62,195,18,3,0,1,3,59.34,1,1,1,20,0
5385.72,396,61,6,0,2,8,22.17,1,0,1,19,0
6286.03,232,6,16,0,3,8,3.28,1,0,1,19,1
227.38,94,1,7,0,2,5,0.35,1,1,0,14,0
1283.46,741,41,2,0,1,6,19.12,1,1,1,10,0
1247.08,398,37,4,0,2,5,78.99,1,1,1,11,0
442.52,123,12,13,0,2,7,5.92,1,1,1,20,0
830.63,402,20,10,0,2,4,9.53,1,0,1,19,0
595.51,198,1,8,0,3,3,1.62,1,0,1,16,1
10428.22,71,95,13,0,3,11,13.79,1,1,1,17,0
4608.6,371,21,4,0,1,2,16.14,1,1,1,7,0
6448.19,94,14,20,0,2,7,20.91,1,1,1,18,0
3720.72,239,97,27,0,7,11,3.46,1,1,1,15,0
584.61,191,2,7,0,2,5,31.56,1,1,1,19,0
1070.07,252,20,25,0,2,5,28.37,0,1,1,12,0
2949.45,488,18,13,0,3,4,26.23,1,0,1,19,0
532.65,170,18,5,0,2,6,57.07,1,0,1,8,0
3688.59,70,1,1,0,1,5,27.27,1,1,1,16,0
1421.79,105,163,9,0,2,8,19.04,1,1,1,9,0
1242.87,66,119,4,0,1,3,0.41,0,1,1,8,0
3681.07,50,32,14,0,1,1,6.69,1,1,1,14,0
2819.35,343,35,5,0,2,3,9.82,1,0,1,7,0
1260.21,186,44,5,0,2,5,9.51,1,1,1,23,0
5763.67,157,39,15,0,4,8,25.19,0,1,1,7,0
613.35,125,90,6,0,2,7,13.91,1,0,1,18,0
3347.39,294,40,1,0,1,4,6.52,1,0,1,13,0
3271.82,430,12,10,0,4,11,8.01,1,1,1,3,0
1326.7,92,7,27,0,3,4,22.3,1,1,1,19,0
2505.22,233,150,4,0,1,4,50.34,1,1,1,19,0
517.44,328,2,6,0,1,3,15.88,1,1,1,20,0
4555.21,204,136,11,0,2,5,49.41,1,0,1,17,0
1502.82,279,70,9,0,3,8,6.71,1,1,1,19,0
1072.0,69,31,19,0,2,6,18.89,1,0,1,7,0
5161.64,437,12,22,0,3,4,3.05,1,1,1,22,0
893.96,295,22,11,0,2,4,25.34,1,1,1,19,0
442.1,248,45,7,2,1,7,0.64,1,1,1,1,1
381.22,313,64,6,0,1,2,29.37,0,1,1,21,0
3314.33,140,70,7,0,2,6,1101.49,1,1,1,20,0
502.49,80,35,21,3,2,7,21.9,1,1,1,11,1
10454.57,66,28,3,3,2,6,0.69,1,1,1,18,1
225.44,58,87,20,0,3,7,20.43,1,1,1,9,0
9862.12,231,155,6,0,1,4,8.88,0,1,1,10,0
2232.81,129,147,25,0,3,5,9.94,1,1,1,20,0
1641.37,421,48,2,0,4,4,0.42,0,1,1,12,0
1048.46,368,4,21,0,2,7,0.49,1,1,1,6,0
2694.95,293,4,8,0,2,6,242.05,1,1,1,12,0
1741.26,254,30,29,0,2,8,669.9,1,1,1,16,0
5449.62,104,79,3,0,4,5,1082.59,0,1,1,8,1
2026.83,119,41,18,0,4,8,860.18,1,1,1,21,1
2101.28,104,59,11,0,3,3,682.53,1,0,1,21,0
1256.88,78,111,13,0,4,11,14.69,1,0,1,20,0
1707.96,160,2,8,0,2,6,0.85,1,0,1,5,1
2459.72,325,154,9,0,3,7,2.19,1,1,1,1,0
326.96,153,24,6,0,1,5,820.36,1,1,1,20,1
469.57,100,2,0,0,1,2,999.02,1,1,1,21,1
3801.93,153,108,8,0,2,6,29.32,1,1,1,20,0
2144.94,194,163,15,0,1,7,55.65,0,1,1,7,0
1504.2,122,87,23,0,1,6,31.14,1,1,1,12,0
1841.68,161,97,6,0,2,4,0.75,1,0,1,21,0
2559.54,734,123,1,0,3,4,51.12,1,0,1,9,0
1053.89,57,44,0,0,4,6,27.54,1,0,0,15,1
830.22,28,68,8,0,2,6,569.01,0,1,1,19,0
2199.19,185,20,6,3,3,5,5.19,1,1,1,23,1
679.68,224,17,1,0,3,5,0.69,1,1,1,1,1
2719.63,156,56,24,0,3,5,32.38,1,0,1,21,0
329.45,83,79,10,0,1,4,1.74,1,1,1,13,0
5060.17,416,30,4,0,1,4,35.98,1,0,1,13,0
2900.38,177,30,4,0,3,5,5.44,1,1,1,19,0
2335.61,190,185,14,0,3,7,21.63,1,1,1,10,0
4830.43,290,43,28,0,2,7,0.54,1,0,1,9,0
9561.26,151,257,19,0,5,7,73.12,1,0,1,18,0
4985.9,142,119,19,0,1,1,25.83,1,1,1,23,0
286.9,416,61,7,0,2,5,53.17,1,0,1,13,0
502.92,43,1,0,0,1,4,46.76,1,1,1,16,0
967.95,217,21,5,0,4,5,35.0,1,1,1,15,0
1855.84,204,32,26,0,1,2,17.93,0,1,1,19,0
3034.07,128,63,5,0,3,6,288.48,0,0,1,9,0
875.03,156,30,3,1,2,4,9.62,1,1,1,17,1
2179.32,394,105,4,0,4,10,10.79,1,1,1,20,0
849.47,94,65,7,0,3,6,44.83,1,1,1,8,0
980.91,278,25,6,0,2,8,32.69,1,0,1,15,0
442.9,174,92,2,3,1,1,35.83,1,1,1,11,1
718.21,260,21,12,0,4,10,21.64,1,1,1,13,0
467.93,227,3,9,0,2,6,1.31,1,1,1,18,0
681.38,26,11,6,0,1,2,36.28,1,1,1,13,0
5185.61,92,1,9,0,3,4,31.42,1,1,1,12,0
699.66,103,107,21,1,2,6,464.33,1,1,1,11,1
25144.19,83,59,7,0,2,9,15.71,0,1,1,22,0
2961.11,114,50,13,0,3,4,16.53,1,1,1,22,0
2175.11,190,65,5,0,4,6,6.48,1,1,1,8,0
766.35,308,63,3,0,5,6,19.3,1,1,1,9,0
3642.08,63,50,11,0,3,6,7.97,1,1,1,18,0
1016.75,175,110,1,0,4,9,11.55,1,0,1,14,0
2042.66,209,34,4,0,5,9,1022.29,1,1,1,12,1
23390.48,345,98,7,0,3,6,40.16,1,1,1,23,0
1642.44,445,92,5,0,3,4,1.12,1,1,1,16,0
5706.0,151,13,19,3,6,7,10.45,0,0,1,14,1
895.0,84,36,6,0,3,7,1.35,1,1,1,12,0
1745.88,218,108,22,0,3,7,37.6,1,1,1,22,0
10623.25,87,106,8,0,1,4,0.79,1,1,1,18,0
965.87,207,1,1,0,2,4,75.31,1,1,1,9,0
11075.03,100,15,7,0,3,12,27.6,1,1,1,17,1
3669.28,241,33,3,0,2,8,35.0,0,0,1,20,0
1030.23,105,2,0,0,2,6,25.55,0,1,1,11,1
3402.98,420,18,12,0,2,4,19.91,1,0,1,18,0
4781.71,174,17,0,0,3,8,1055.36,1,1,1,10,1
3367.11,47,14,35,0,1,2,709.21,0,1,1,17,0
376.07,314,30,18,0,4,4,12.79,1,0,1,14,0
873.81,152,100,4,0,4,6,2.2,1,0,1,19,0
1411.6,253,16,4,0,2,6,4.73,1,1,1,11,0
1678.35,317,52,10,0,1,5,17.26,1,1,1,19,0
3363.28,180,48,5,0,4,6,413.58,1,0,1,8,1
2159.65,60,102,2,0,5,12,6.52,1,1,1,15,0
475.64,192,30,2,0,2,4,22.22,1,0,1,13,0
2644.4,386,15,7,0,2,6,16.94,0,1,1,20,0
3329.53,162,133,1,0,3,4,0.93,1,0,1,3,0
3164.63,227,107,24,0,3,4,60.78,1,1,1,15,0
5328.26,95,58,10,0,1,8,1321.36,1,1,1,9,1
4162.71,52,5,25,0,2,4,17.77,1,0,1,17,0
2861.73,155,1,18,0,2,3,21.92,1,0,1,19,0
1685.53,177,12,11,0,1,5,64.84,0,0,1,17,0
343.45,341,13,1,0,1,4,18.6,1,1,1,17,0
2778.37,185,8,3,1,3,5,24.03,1,1,1,17,1
2225.39,324,18,13,0,3,6,798.89,1,1,1,15,0
2372.21,127,24,9,0,2,6,5.87,1,1,1,16,0
504.34,59,84,9,0,1,7,26.26,1,1,1,19,0
613.35,235,74,8,0,1,6,27.05,1,0,1,6,0
5183.07,411,6,1,0,3,4,7.4,1,1,1,11,0
1737.92,114,226,10,0,2,5,2.38,1,1,1,8,0
3574.21,258,83,7,0,4,6,62.1,1,1,1,19,0
1859.98,264,10,6,0,3,5,8.62,0,0,1,15,0
1862.65,52,7,17,0,4,6,20.09,1,0,1,19,1
4620.62,150,5,7,0,3,6,0.66,1,1,1,18,0
1079.18,272,78,8,0,3,6,1156.0,1,1,0,13,1
1990.46,218,16,38,0,1,4,12.92,0,1,1,5,0
1138.79,272,4,5,0,4,6,51.98,1,1,1,17,1
1170.87,244,32,8,0,2,6,5.45,1,1,1,18,0
1327.2,163,74,13,0,4,6,22.11,1,1,1,19,0
2257.77,177,21,11,0,2,6,2.11,1,0,0,18,1
1120.19,335,39,5,0,3,5,0.49,1,1,1,22,0
6347.12,192,12,4,0,3,4,55.29,0,1,1,10,0
739.07,104,33,5,0,2,8,4.27,1,0,1,18,0
1499.86,152,26,5,0,1,1,27.83,1,0,1,20,0
1164.76,227,34,16,0,2,4,23.63,1,1,1,13,0
7684.63,322,37,14,0,4,6,61.66,1,0,1,22,0
2200.75,51,5,3,0,1,1,53.08,0,1,1,11,0
5073.8,146,5,13,0,2,4,15.53,1,0,1,19,0
409.3,307,18,4,0,1,8,2.16,1,1,1,15,0
2361.5,94,7,13,0,1,1,1.63,1,1,1,13,0
4401.19,94,17,29,0,3,5,24.0,1,1,1,10,0
1963.11,175,1,6,0,2,4,14.93,1,1,0,13,1
5247.36,48,25,5,2,3,7,1299.55,0,1,1,17,1
1077.84,479,14,25,0,2,7,30.87,1,1,1,17,0
7400.83,225,133,5,0,2,4,31.35,1,1,1,18,0
18013.88,257,117,13,0,2,5,26.95,1,1,1,16,0
1257.85,349,21,11,0,1,4,13.62,0,0,1,18,0
1158.06,644,38,12,0,2,6,6.94,1,0,1,4,0
7734.02,164,187,5,0,3,6,44.96,1,0,1,11,0
8774.21,51,44,6,0,5,9,5.7,1,0,1,16,1
1071.85,212,113,11,0,4,6,51.52,1,0,1,9,0
1187.75,98,105,5,0,2,6,9.78,0,0,0,19,0
1364.05,72,170,12,0,1,6,6.14,1,0,1,8,0
471.33,123,21,10,0,2,5,294.4,0,1,1,14,1
721.51,162,2,8,0,4,10,38.74,0,1,0,11,1
662.39,353,6,10,0,3,9,980.2,0,1,1,9,1
838.99,487,50,7,0,1,7,4.3,1,1,1,17,0
1746.41,79,45,6,0,1,6,43.63,1,1,1,18,0
2285.21,129,21,3,0,3,6,654.98,0,0,1,11,1
8522.8,250,17,6,0,3,5,2.73,1,1,1,13,0
666.24,272,74,1,0,3,8,2.74,1,1,1,19,0
4838.32,87,24,25,0,1,2,3.8,1,0,1,8,0
1459.74,308,55,6,0,3,10,0.8,1,1,1,8,0
1720.79,103,74,4,0,2,5,14.33,0,1,1,15,0
3550.41,84,33,3,2,1,4,3.68,0,1,1,19,1
588.32,243,12,6,0,1,4,4.82,1,0,1,19,0
2650.25,359,118,25,0,2,5,20.54,1,1,1,18,0
2135.49,212,5,21,0,1,6,7.68,1,1,1,20,0
2958.54,189,106,1,0,2,4,26.4,1,1,1,4,0
2414.31,164,108,13,0,5,7,69.61,1,1,1,15,0
21063.57,182,50,5,0,4,9,0.81,1,1,1,11,0
955.52,149,59,40,0,3,6,334.19,1,0,1,10,0
1063.16,248,26,19,0,1,6,7.01,1,1,1,19,0
969.58,183,110,3,0,3,3,28.62,1,1,1,13,0
1037.45,620,18,3,0,1,6,84.38,1,1,1,15,0
955.86,218,49,25,0,2,4,1.43,1,1,1,11,0
5937.34,149,1,14,0,1,3,8.34,1,1,1,21,0
7483.86,80,168,12,0,1,5,15.5,1,1,1,11,0
1021.73,89,177,2,0,3,6,12.18,1,1,1,12,0
786.54,224,74,3,3,4,7,1254.02,1,1,1,11,1
2896.96,118,33,5,0,1,4,1.33,1,1,0,13,0
1040.83,196,11,14,0,2,7,18.17,1,0,1,11,0
3404.77,372,40,5,0,3,5,10.08,1,1,1,12,0
2214.81,68,94,2,0,3,8,34.84,1,1,1,13,0
397.13,156,55,14,0,3,6,7.03,1,1,1,9,0
8497.31,20,44,5,0,2,4,24.95,1,1,1,18,0
10893.02,52,113,2,0,1,2,50.94,1,1,1,22,0
979.67,201,22,17,0,2,6,11.53,1,0,1,11,0
1226.96,57,117,8,0,2,4,7.76,1,1,1,18,0
2406.35,67,34,3,0,3,6,14.68,1,1,1,12,0
2526.16,454,1,11,0,1,7,15.44,1,1,1,21,0
3493.1,109,78,3,0,2,5,1.66,1,0,1,5,0
13496.75,84,126,4,0,1,1,5.67,0,1,1,21,0
1514.82,370,39,4,1,3,6,56.43,1,1,1,13,1
813.79,83,36,8,0,2,4,3.38,1,1,1,21,0
455.17,215,98,13,0,2,6,13.09,1,1,1,10,0
870.5,219,129,7,0,3,5,421.74,1,1,1,20,0
1749.13,295,219,15,0,1,5,2.7,1,1,1,16,0
10878.65,73,25,3,0,2,6,11.9,1,1,1,7,0
1077.49,94,54,12,0,2,4,44.78,1,0,1,8,0
2261.51,110,103,17,0,2,5,11.46,1,1,1,7,0
1778.59,97,45,16,0,3,7,15.96,1,0,1,8,0
5933.64,283,37,2,0,2,5,13.68,0,0,1,7,0
22627.75,220,50,42,0,5,10,2.9,1,1,1,14,0
1063.3,242,26,6,0,2,7,11.52,1,1,1,15,0
1108.28,50,12,8,0,1,3,1374.07,1,1,1,13,1
5136.67,197,4,1,0,4,7,5.67,1,1,1,18,0
3575.61,407,56,17,0,1,3,30.68,1,0,1,23,0
11461.02,573,28,10,0,4,9,35.76,0,1,1,15,0
3241.94,124,128,15,0,2,6,8.76,1,1,1,14,0
1262.32,299,15,17,0,2,7,1.98,1,1,1,23,0
3263.82,95,22,3,0,3,5,1040.64,1,0,1,13,1
5479.14,52,211,17,0,2,2,1.21,1,0,1,19,0
4107.14,55,48,12,0,5,7,50.95,0,1,1,18,1
3002.72,374,25,19,0,2,6,9.88,1,1,1,8,0
5253.63,131,118,19,0,2,5,15.63,1,1,1,19,0
5821.4,113,81,1,0,4,6,50.91,0,1,1,17,1
7202.32,277,51,11,0,3,8,27.23,1,1,1,22,0
3458.91,65,131,11,0,6,7,0.42,0,1,1,8,0
1529.78,235,5,5,0,7,9,3.59,1,1,1,8,1
2093.75,149,30,11,0,3,5,0.58,0,1,1,19,0
6042.11,540,99,3,0,3,5,1.96,1,1,1,16,0
798.76,128,29,9,0,4,7,24.45,1,1,1,14,0
2614.1,156,156,2,0,3,5,20.37,1,1,1,17,0
